7.05850043394006e-08,1.6412889577815637e-07,5.025014808202148e-05,2.1790644823800656e-09,2.785459935270696e-08,2.0459635214371494e-07,2.8221226169363965e-07,0.9999999987373841,282344352.0
6.459123074523916e-08,1.5615035422150475e-07,4.3882010079909974e-05,1.4946889248009417e-09,2.613941320895181e-08,1.9116612032785413e-07,2.90630635006009e-07,0.9999999990371095,239082480.0
4.729683469325972e-08,1.228419395847097e-07,3.5189673369432104e-05,8.712121153147686e-10,2.011249272416699e-08,1.408402049310441e-07,2.2775415024020627e-07,0.9999999993807988,257410256.0
3.980047903819275e-08,1.0849664984805281e-07,3.408164841711527e-05,9.109690001286351e-10,1.6232731984152908e-08,1.1320084230570582e-07,1.63430717050579e-07,0.9999999994191939,269304768.0
4.179001195249724e-08,1.1810989953306534e-07,3.587508633605877e-05,1.3607894138951642e-09,1.650304769539899e-08,1.0836769210570719e-07,1.616396388236714e-07,0.9999999993564621,289757728.0
2.95731872620718e-08,1.2334234241054063e-07,3.6629822263838166e-05,1.6294663691361661e-09,1.61053952928844e-08,1.0451347992161263e-07,1.5252940045553188e-07,0.9999999993291029,310177376.0
2.8231417469559478e-08,1.2144495127540918e-07,3.7026259087292874e-05,1.5917636180620596e-09,1.5847118677849333e-08,9.782138846502815e-08,1.599144480539287e-07,0.9999999993145026,327754272.0
2.380718544283052e-08,1.1569792333154985e-07,3.575749738495879e-05,1.5335908656973055e-09,1.454821731735858e-08,8.724479126942638e-08,1.307467951010302e-07,0.9999999993606813,339050944.0
1.8097807926803905e-08,1.2281013187835644e-07,3.517860564948381e-05,1.787044583610865e-09,1.4524818033841434e-08,8.585617507994516e-08,1.335774625807377e-07,0.9999999993812124,344953684.0
1.7348601585595673e-08,1.126517733099222e-07,3.424556629820018e-05,1.9315787422731575e-09,1.3816074477980995e-08,7.766241016517942e-08,9.34863163531483e-08,0.9999999994136067,372005999.0
2.0153502615595488e-08,1.2778742136982843e-07,4.258552699671757e-05,2.205303567056541e-09,1.4449341607431406e-08,8.30717039329738e-08,1.5194737659257784e-07,0.999999999093213,378468424.0
1.6847851307098934e-08,1.417463754145186e-07,4.877206796805798e-05,1.9326977032886487e-09,1.2672882565095704e-08,7.526298238212079e-08,9.242588850866248e-08,0.9999999988106253,414455843.0
1.493668882391312e-08,1.722750942795453e-07,5.3492450014614754e-05,2.053300567191624e-09,1.207472940050656e-08,7.018102073134866e-08,9.857653094127625e-08,0.9999999985692565,481358704.0
1.1926410730957103e-08,1.8720776713438577e-07,5.142327050127753e-05,2.2020399202996814e-09,1.0560452631408467e-08,6.311636465696237e-08,8.842052249547116e-08,0.9999999986778001,538360712.0
9.390854074654277e-09,1.671934399581581e-07,4.4346413293202564e-05,2.201550999461624e-09,8.244304285779574e-09,5.04964270365904e-08,8.040068180582603e-08,0.9999999990166792,687988190.0
7.961716944043177e-09,1.5124509727260208e-07,4.175460622106732e-05,1.9672654031240227e-09,6.87918202533183e-09,4.2237908706431766e-08,6.048409752504573e-08,0.9999999991282622,831441340.0
6.62334125035693e-09,1.3519088438543968e-07,3.6228553391740716e-05,1.2056314321888552e-09,5.675038453139532e-09,3.605475537976999e-08,6.157637568691208e-08,0.9999999993437342,921445284.0
8.44036139399333e-09,1.468626267553544e-07,3.604805881878156e-05,7.026670043789562e-10,6.174878457568372e-09,4.2068338566677375e-08,7.930711156814815e-08,0.9999999993502539,783831131.0
8.427365021332663e-09,1.4136267279461748e-07,3.3650867034024016e-05,3.763854633462084e-10,6.067992937761892e-09,4.5803841026818794e-08,5.685593190963277e-08,0.9999999994337969,757086747.0
6.070118768759663e-09,1.1199902538290383e-07,3.0262407683624512e-05,2.545189126435602e-10,4.54127764371027e-09,3.859188903639539e-08,5.4791576867049364e-08,0.9999999995420848,895491480.0
5.0248388457236055e-09,1.0423417946841766e-07,2.7311616901289946e-05,2.3658057916521343e-10,4.319887454594222e-09,3.67374621899976e-08,5.507316427484308e-08,0.9999999996270301,876867019.0
4.927430773730781e-09,9.257543399384799e-08,2.375767120978774e-05,2.424848549734281e-10,3.4731847747606967e-09,2.992730801838813e-08,4.284638986659219e-08,0.9999999997177808,911256337.0
3.620471797367491e-09,8.222372626276554e-08,2.114850303338443e-05,2.785857772500669e-10,2.782260166840969e-09,2.470609573421281e-08,4.0101488934525706e-08,0.9999999997763659,961664577.0
3.593435975463757e-09,1.0008808539434109e-07,2.62090097180713e-05,3.9944211546081537e-10,3.2284527972217712e-09,2.718557337775845e-08,4.741926297033687e-08,0.9999999996565374,925138396.0
3.5498748249267823e-09,9.84504473653166e-08,2.4926859091175936e-05,4.452450220691222e-10,3.1279682576788733e-09,2.545562777693694e-08,3.4864372470369e-08,0.99999999968932,919766015.0
