symbol,date,value
irl.ag.con.fert.zs,2002-06-15T00:00:00,597.01784
irl.ag.con.fert.zs,2003-06-15T00:00:00,533.77327
irl.ag.con.fert.zs,2004-06-15T00:00:00,466.43154
irl.ag.con.fert.zs,2005-06-15T00:00:00,458.03716
irl.ag.con.fert.zs,2006-06-15T00:00:00,431.87684
irl.ag.con.fert.zs,2007-06-15T00:00:00,427.5217
irl.ag.con.fert.zs,2008-06-15T00:00:00,378.10899
irl.ag.con.fert.zs,2009-06-15T00:00:00,477.37374
irl.ag.con.fert.zs,2010-06-15T00:00:00,462.44115
irl.ag.con.fert.zs,2011-06-15T00:00:00,430.48023
irl.ag.con.fert.zs,2012-06-15T00:00:00,469.73248
irl.ag.con.fert.zs,2013-06-15T00:00:00,472.90476
irl.ag.con.fert.zs,2014-06-15T00:00:00,499.29395
irl.ag.con.fert.zs,2015-06-15T00:00:00,1273.85268
irl.ag.con.fert.zs,2016-06-15T00:00:00,1247.93825
